protocol,split,normalization,model_label,seed,participants,excluded_participants,learned_top1,shortcut_top1,learned_minus_shortcut,interval_lower,interval_upper,confidence_level,bootstrap_resamples
legacy_donor_excluded_v1,development,pca_effective_rank,b02-mask-light-clip-var,20260728,76,4,0.5751096491228069,0.6125274122807017,-0.037417763157894704,-0.07734946089181283,0.001965688961988317,0.95,10000
