run_id,epoch,step,val_loss,val_cosine,val_effective_rank,val_subject_balanced_context_shuffle_loss_gap
b02-mask-light-clip-var,28,1092,0.56574560892887604,0.69809256812446141,52.159538269042969,0.081918806085983925
b02-mask-light-clip-var,30,1170,0.56514536825000727,0.69848340851628887,56.112388610839844,0.085645940822238711
b02-mask-light-clip-var,32,1248,0.56496647586170423,0.69803404043882322,53.582340240478516,0.086395793346067284
b02-mask-light-clip-var,34,1326,0.56505730671760368,0.69739825399512922,59.127983093261719,0.092471795389428707
b02-mask-light-clip-var,36,1404,0.56277117922774744,0.69987390489659762,60.852870941162109,0.092263382145514078
b02-mask-light-clip-var,38,1482,0.56414287365399873,0.69756371241349435,61.244781494140625,0.094208793745686567
b02-mask-light-clip-var,40,1560,0.56301826493352902,0.6988549904945569,62.478672027587891,0.096209041712184779
b02-mask-light-clip-var,42,1638,0.56054325898488366,0.7018028385618813,65.340072631835938,0.099429600235695623
b02-mask-light-clip-var,44,1716,0.56192700424764908,0.6998448830384475,65.480583190917969,0.099501437911142881
b02-mask-light-clip-var,46,1794,0.55993781945644283,0.70179147241461992,66.403755187988281,0.10263374545611439
b02-mask-light-clip-var,48,1872,0.55992992769958627,0.70175513243063903,66.788375854492188,0.10140983668776848
b02-mask-light-clip-var,50,1950,0.56098236130852985,0.70023272842423534,67.567886352539062,0.10197190561642251
b02-mask-light-clip-var,52,2028,0.55982840825349856,0.70136639908847642,65.853767395019531,0.10480824504047632
b02-mask-light-clip-var,54,2106,0.55781057604357731,0.7036867162101289,69.167282104492188,0.10445248237811031
b02-mask-light-clip-var,56,2184,0.5589508404079665,0.70212537203079617,67.980255126953125,0.1059303463436663
b02-mask-light-clip-var,58,2262,0.55917437820353055,0.70173637938295674,71.451622009277344,0.10550829955997569
b02-mask-light-clip-var,60,2340,0.5575039188067118,0.70361035552799189,70.719436645507812,0.10630876384675503
b02-mask-light-clip-var,62,2418,0.55885966873576498,0.7018541209718101,71.056640625,0.10667902145845191
b02-mask-light-clip-var,64,2496,0.55676934861729288,0.70424431256758857,72.607345581054688,0.10873189965883889
b02-mask-light-clip-var,66,2574,0.55635460319682062,0.70460019101444471,71.533607482910156,0.10847160463842258
b02-mask-light-clip-var,68,2652,0.55676524302898311,0.70397175275362456,72.350288391113281,0.11044973513732356
b02-mask-light-clip-var,70,2730,0.55610893934200967,0.70465017842431354,72.362083435058594,0.11113546766961617
b02-mask-light-clip-var,72,2808,0.55514573032020509,0.70580122868220008,73.775718688964844,0.11110441009514034
b02-mask-light-clip-var,74,2886,0.55594840875038731,0.70467079908419883,73.562454223632812,0.11214261956823365
b02-mask-light-clip-var,76,2964,0.55514998568428886,0.70568945774665248,74.715591430664062,0.11280922574612
b02-mask-light-clip-var,78,3042,0.55574136666762519,0.70485350311311901,75.178672790527344,0.11160851682846744
b02-mask-light-clip-var,80,3120,0.55555136896606183,0.7050690768111465,74.744346618652344,0.11238860107647874
b02-mask-light-clip-var,82,3198,0.55519988801744247,0.7054552863805722,75.094696044921875,0.11181716433105371
b02-mask-light-clip-var,84,3276,0.55466156230013597,0.70607402232977057,75.187889099121094,0.11363247249585887
b02-mask-light-clip-var,86,3354,0.55539112926548362,0.70515683726367784,75.267196655273438,0.11333255236968398
b02-mask-light-clip-var,88,3432,0.55536916979357731,0.7051318751441108,75.519027709960938,0.11314974082633851
b02-mask-light-clip-var,90,3510,0.55501429036132288,0.70551587526614845,75.897979736328125,0.11300562326796353
b02-mask-light-clip-var,92,3588,0.55531552510383797,0.70515917610918355,75.916114807128906,0.11351179921378692
b02-mask-light-clip-var,94,3666,0.55528839785828554,0.7051893681542486,76.084480285644531,0.11326043205335734
b02-mask-light-clip-var,96,3744,0.5553360749513675,0.70512558201439357,75.9063720703125,0.11356745904001098
b02-mask-light-clip-var,98,3822,0.55550493643834042,0.70491531567695809,76.001449584960938,0.11373456711880865
b02-mask-light-clip-var,100,3900,0.55540252139425683,0.70503328600500381,75.86993408203125,0.11335614649578929
