run_id,normalization,learned_top1,shortcut_top1,learned_minus_shortcut,ci_lower,ci_upper,learned_mrr,learned_donor_attraction
a00-baseline,raw_retain_all,0.69791666666666674,0.6546052631578948,0.043311403508771919,0.0027412280701754384,0.082236842105263164,0.82680921052631573,0.80537280701754399
a00-baseline,raw_effective_rank,0.6106542397660818,0.61252741228070173,-0.0018731725146198829,-0.022021198830409358,0.017636376096491213,0.73511513157894726,0.79111842105263153
a00-baseline,pca_effective_rank,0.69682017543859653,0.61252741228070173,0.084292763157894787,0.047833287646198867,0.12180190058479534,0.82626096491228063,0.80482456140350889
b01-mask-light,raw_retain_all,0.63760964912280693,0.6546052631578948,-0.016995614035087713,-0.059758771929824553,0.024671052631578955,0.79025036549707617,0.76699561403508776
b01-mask-light,raw_effective_rank,0.59574195906432736,0.61252741228070173,-0.016785453216374268,-0.039190423976608185,0.0054657803362572858,0.72362459969367843,0.7834429824561403
b01-mask-light,pca_effective_rank,0.63760964912280693,0.61252741228070173,0.025082236842105303,-0.019965277777777738,0.069718567251462027,0.79025036549707617,0.76699561403508776
b02-mask-light-clip-var,raw_retain_all,0.57510964912280693,0.6546052631578948,-0.079495614035087717,-0.12171052631578948,-0.037828947368421059,0.7501553362573099,0.7225877192982455
b02-mask-light-clip-var,raw_effective_rank,0.56631944444444438,0.61252741228070173,-0.046207967836257295,-0.068183479532163735,-0.025072642543859647,0.70090634572542465,0.76699561403508776
b02-mask-light-clip-var,pca_effective_rank,0.57510964912280693,0.61252741228070173,-0.037417763157894704,-0.077349460891812827,0.0019656889619883169,0.7501553362573099,0.7225877192982455
