run_id,run_label,checkpoint_rule,selected_epoch,step,validation_loss,cosine_similarity,effective_rank,effective_rank_ratio,raw_subject_balanced_wrong_context_gap
b00-clip-var,b00 clip variance,best_healthy,18,702,0.51485365731084454,0.75868432389365303,26.719732284545898,0.069582636157671615,0.051704869217549763
b01-mask-light,b01 light mask,best_loss,88,3432,0.38230459277446455,0.77481516966452968,10.859282493591309,0.028279381493727367,0.00035210195928812025
b02-mask-light-clip-var,b02 light mask + clip variance,best_healthy,84,3276,0.55466156230013597,0.70607402232977057,75.187889099121094,0.19580179452896118,0.11363247249585887
