run_id,run_label,epoch,step,validation_loss,cosine_similarity,effective_rank_ratio,raw_subject_balanced_wrong_context_gap
b00-clip-var,b00 clip variance,38,1482,0.5337313632679801,0.73263851954386783,0.11849139134089152,0.060815375857055196
b00-clip-var,b00 clip variance,40,1560,0.53390413624608624,0.73231105111603045,0.12284041444460551,0.058252530203511302
b00-clip-var,b00 clip variance,42,1638,0.53205639888078737,0.73430858514247799,0.11964709560076396,0.060615027043968442
b00-clip-var,b00 clip variance,44,1716,0.53323603287721288,0.73278689384460449,0.12514588236808777,0.060905156765754032
b00-clip-var,b00 clip variance,46,1794,0.53266154751818406,0.73314851675278103,0.12840664386749268,0.060638337318475045
b00-clip-var,b00 clip variance,48,1872,0.53326523253041458,0.73240752301664436,0.12715587019920349,0.060226173078020397
b00-clip-var,b00 clip variance,50,1950,0.53446616525323987,0.73100262982213604,0.13035538792610168,0.060037349288662278
b00-clip-var,b00 clip variance,52,2028,0.53265242647920918,0.73288655688620019,0.1319244901339213,0.062085883629818782
b00-clip-var,b00 clip variance,54,2106,0.53306516775718105,0.73238680505345011,0.13510793447494507,0.061225705392037831
b00-clip-var,b00 clip variance,56,2184,0.53270094669782198,0.73265562964300823,0.13823563853899637,0.061385595720882223
b00-clip-var,b00 clip variance,58,2262,0.53244363038967812,0.73285439330288482,0.13752701878547668,0.062604529084637775
b00-clip-var,b00 clip variance,60,2340,0.53275616810872006,0.73232505311313856,0.14205910762151083,0.061392543247590428
b00-clip-var,b00 clip variance,62,2418,0.53375057226572287,0.73121554576433623,0.14136397838592529,0.0614528064460804
b00-clip-var,b00 clip variance,64,2496,0.53296192130471909,0.73205506954437649,0.14573119084040323,0.061826907408734179
b00-clip-var,b00 clip variance,66,2574,0.5333037126777519,0.73157251135915768,0.14255381623903909,0.061380235540370143
b00-clip-var,b00 clip variance,68,2652,0.5338210779377538,0.7309647182114104,0.1445081134637197,0.061636715832476832
b00-clip-var,b00 clip variance,70,2730,0.53341649893002629,0.73136980513222194,0.14496880769729614,0.063015592005103843
b00-clip-var,b00 clip variance,72,2808,0.53195668387616801,0.73297842751201403,0.14581877986590067,0.063683428475633269
b00-clip-var,b00 clip variance,74,2886,0.53340615472223007,0.73133774394662976,0.14692076047261557,0.062525430864964912
b00-clip-var,b00 clip variance,76,2964,0.53237290158231032,0.7324422781284039,0.14827684561411539,0.063249400584027171
b00-clip-var,b00 clip variance,78,3042,0.5338320441735096,0.73080885512197125,0.1474908689657847,0.062653417357554017
b00-clip-var,b00 clip variance,80,3120,0.53334590410574889,0.7313078626608237,0.14651707808176676,0.063871680495018748
b00-clip-var,b00 clip variance,82,3198,0.53268339491298056,0.73199830045047987,0.14731331666310629,0.063925473329921559
b00-clip-var,b00 clip variance,84,3276,0.53300727891106892,0.73160318075082242,0.14794744054476419,0.064451005666827169
b00-clip-var,b00 clip variance,86,3354,0.53388147883945036,0.73067158256840503,0.14913682142893472,0.06372477418432633
b00-clip-var,b00 clip variance,88,3432,0.53379824171718371,0.73073291778564453,0.14967827002207437,0.064531741073975968
b00-clip-var,b00 clip variance,90,3510,0.5335389070021801,0.73100212649402452,0.14969068765640259,0.064523810769120851
b00-clip-var,b00 clip variance,92,3588,0.53411499710164523,0.73037619926990605,0.14991148312886557,0.064549709437415004
b00-clip-var,b00 clip variance,94,3666,0.53394526701707101,0.73055420115462733,0.15004993478457132,0.064484095216418319
b00-clip-var,b00 clip variance,96,3744,0.53420039017995202,0.7302595560367291,0.15036236246426901,0.064861780218780057
b00-clip-var,b00 clip variance,98,3822,0.53432482379114521,0.73012319130775261,0.1504667898019155,0.064485213843484684
b00-clip-var,b00 clip variance,100,3900,0.53389538251436675,0.73058978971253097,0.15047905842463175,0.064603921351954335
b01-mask-light,b01 light mask,2,78,0.62832328855481923,0.67629039083790576,0.013997272898753485,1.5173666179180147e-05
b01-mask-light,b01 light mask,4,156,0.61145456631978357,0.66282445447057736,0.015430990606546402,3.0788655082384744e-05
b01-mask-light,b01 light mask,6,234,0.64903011128433752,0.59905793829860854,0.017157898594935734,8.0989487469196336e-05
b01-mask-light,b01 light mask,8,312,0.62064694848834956,0.6539239577758007,0.018859176586071651,8.054987216989203e-05
b01-mask-light,b01 light mask,10,390,0.58925302772440458,0.68491967671956766,0.020496557156244915,9.7870361059904099e-05
b01-mask-light,b01 light mask,12,468,0.56973116723900163,0.69730901157754099,0.021041880051294964,9.519243612885473e-05
b01-mask-light,b01 light mask,14,546,0.5534563553638947,0.70571293229730725,0.021987977127234142,0.00011462955735623837
b01-mask-light,b01 light mask,16,624,0.53671105600829816,0.71529095549868726,0.022816109160582226,0.00011848923750221735
b01-mask-light,b01 light mask,18,702,0.52174634607429182,0.72225332565796685,0.023946590721607208,0.00012407313721875357
b01-mask-light,b01 light mask,20,780,0.50436901689594626,0.73165704704757428,0.024155475199222565,0.00013993290873865285
b01-mask-light,b01 light mask,22,858,0.48895303280944497,0.73952392991791427,0.024835017820199329,0.00013991150384147963
b01-mask-light,b01 light mask,24,936,0.47432340082959235,0.74651018269041669,0.025413456062475841,0.00015375772491097445
b01-mask-light,b01 light mask,26,1014,0.46218990158830953,0.75193152825037635,0.025775596499443054,0.00014939140528440472
b01-mask-light,b01 light mask,28,1092,0.45086328927268332,0.75673786034950841,0.025792859494686127,0.00015651104040443896
b01-mask-light,b01 light mask,30,1170,0.4402012409817459,0.76100082122362578,0.026011347770690918,0.00017157479499777157
b01-mask-light,b01 light mask,32,1248,0.4317642358633188,0.76409064704536378,0.026430519918600719,0.00017692352024217448
b01-mask-light,b01 light mask,34,1326,0.42374423986826187,0.7669343087408278,0.026954114437103271,0.00018739242417116958
b01-mask-light,b01 light mask,36,1404,0.41740851855685568,0.76904702645081735,0.02717745800813039,0.00020308994377652811
b01-mask-light,b01 light mask,38,1482,0.41223304241131514,0.77049976485407246,0.027448828021685284,0.00021470282226800923
b01-mask-light,b01 light mask,40,1560,0.40760025789595056,0.77169204267681157,0.027519827087720234,0.00021401494741439818
b01-mask-light,b01 light mask,42,1638,0.40343579369732457,0.77282177230231786,0.027684348324934643,0.00022422443144023418
b01-mask-light,b01 light mask,44,1716,0.40010481869053638,0.77348590406597173,0.027339066068331402,0.00023967044738431778
b01-mask-light,b01 light mask,46,1794,0.39708249487428582,0.77426578142704106,0.027574755251407623,0.0002497031819075346
b01-mask-light,b01 light mask,48,1872,0.39501257762949693,0.77456804575064242,0.027634434401988983,0.00026053902693092809
b01-mask-light,b01 light mask,50,1950,0.39270749229651231,0.7750590285684309,0.027499948938687641,0.00027449491123358405
b01-mask-light,b01 light mask,52,2028,0.39104471145532071,0.77527053437681281,0.027790263295173645,0.00028095444043477392
b01-mask-light,b01 light mask,54,2106,0.38918576688847989,0.77564458867423558,0.027584947645664215,0.00029284027405083177
b01-mask-light,b01 light mask,56,2184,0.38793210545156753,0.7757824261983236,0.027461357414722443,0.00030577997677028185
b01-mask-light,b01 light mask,58,2262,0.38692282458655852,0.77581907235659087,0.027688850959142048,0.00030624891320864354
b01-mask-light,b01 light mask,60,2340,0.38602812371702278,0.77585596865058959,0.02750936398903529,0.00031331296389301613
b01-mask-light,b01 light mask,62,2418,0.38531001307006574,0.77582047128269815,0.027615795532862347,0.00031417572560409702
b01-mask-light,b01 light mask,64,2496,0.3846300427730267,0.77584931687412095,0.027560787896315258,0.0003196882704893746
b01-mask-light,b01 light mask,66,2574,0.38409094958223849,0.77580451965332031,0.027608700096607208,0.00032578591878215478
b01-mask-light,b01 light mask,68,2652,0.38363256719377303,0.77577039472058285,0.027856898804505665,0.00033131659341355171
b01-mask-light,b01 light mask,70,2730,0.3831651093613388,0.77573257582819355,0.02787337452173233,0.00033365404233336442
b01-mask-light,b01 light mask,72,2808,0.38286127137322712,0.77561901165888858,0.027807225783665974,0.00033955577140053119
b01-mask-light,b01 light mask,74,2886,0.38266984417907191,0.77552726177068854,0.027769759297370911,0.00034409345438083023
b01-mask-light,b01 light mask,76,2964,0.38249133489070797,0.77538758465367508,0.028067973752816517,0.00034562724952896427
b01-mask-light,b01 light mask,78,3042,0.38244314045987576,0.77527167858221591,0.027988975246747334,0.00034575109990934538
b01-mask-light,b01 light mask,80,3120,0.38239954832272655,0.77515280959952593,0.028217345476150513,0.00034701291782160605
b01-mask-light,b01 light mask,82,3198,0.38230628131801248,0.77507803226128602,0.028208789726098377,0.00034990999847650517
b01-mask-light,b01 light mask,84,3276,0.38231788995938426,0.7749384101639446,0.028207431236902874,0.00035190150762597712
b01-mask-light,b01 light mask,86,3354,0.38231444588074315,0.77487857372332847,0.028231645623842876,0.00035159013544519742
b01-mask-light,b01 light mask,88,3432,0.38230459277446455,0.77481516966452968,0.028279381493727367,0.00035210195928812025
b01-mask-light,b01 light mask,90,3510,0.38231246262534052,0.77475173758645344,0.028341601292292278,0.00035451073199510569
b01-mask-light,b01 light mask,92,3588,0.38232104340170181,0.77469840824094593,0.028293624520301819,0.00035453055364390214
b01-mask-light,b01 light mask,94,3666,0.38235988270523202,0.77464579211341011,0.028379601736863453,0.00035427408292889603
b01-mask-light,b01 light mask,96,3744,0.38237780485397732,0.7746197092227447,0.028423339128494263,0.00035395463928580275
b01-mask-light,b01 light mask,98,3822,0.38238275025644874,0.7746082926407839,0.028391045828660328,0.00035448060370981695
b01-mask-light,b01 light mask,100,3900,0.38230621203398091,0.77461487156713116,0.028429180383682251,0.00035457868749896686
b02-mask-light-clip-var,b02 light mask + clip variance,2,78,0.64262427020276713,0.6607897001453954,0.0049858981122573214,3.35594949622949e-05
b02-mask-light-clip-var,b02 light mask + clip variance,4,156,0.57154962802544618,0.73064781101340925,0.012269292026758194,0.0002027015201747417
b02-mask-light-clip-var,b02 light mask + clip variance,6,234,0.60950707574175977,0.66707767023999465,0.021257032950719196,0.009521599362293881
b02-mask-light-clip-var,b02 light mask + clip variance,8,312,0.601249246006338,0.68858710211566376,0.03953225165605545,0.022265770472586155
b02-mask-light-clip-var,b02 light mask + clip variance,10,390,0.57694104594043183,0.71775324273313212,0.056735376516977944,0.032547141239047048
b02-mask-light-clip-var,b02 light mask + clip variance,12,468,0.5656697474993192,0.72082636906550479,0.07079865038394928,0.040326573606580499
b02-mask-light-clip-var,b02 light mask + clip variance,14,546,0.55701340976943314,0.72307664665401494,0.077744911114374801,0.049561298498883848
b02-mask-light-clip-var,b02 light mask + clip variance,16,624,0.56074305222584653,0.71208875250612569,0.092589875062306717,0.055351144168525948
b02-mask-light-clip-var,b02 light mask + clip variance,18,702,0.56285217531725895,0.70641680456634259,0.10367607076962788,0.057476618528986965
b02-mask-light-clip-var,b02 light mask + clip variance,20,780,0.564546400665218,0.7028604857941978,0.11168098449707031,0.063454149958367165
b02-mask-light-clip-var,b02 light mask + clip variance,22,858,0.56600735839615524,0.70019252127052367,0.1174588402112325,0.069208497786894446
b02-mask-light-clip-var,b02 light mask + clip variance,24,936,0.56605361618547356,0.69927286235695207,0.12333739797274272,0.073281385175262906
b02-mask-light-clip-var,b02 light mask + clip variance,26,1014,0.56682412390016079,0.69746715594560671,0.13386826713879904,0.076619433130448084
b02-mask-light-clip-var,b02 light mask + clip variance,28,1092,0.56574560892887604,0.69809256812446141,0.13583213090896606,0.081918806085983925
b02-mask-light-clip-var,b02 light mask + clip variance,30,1170,0.56514536825000727,0.69848340851628887,0.14612601200739542,0.085645940822238711
b02-mask-light-clip-var,b02 light mask + clip variance,32,1248,0.56496647586170423,0.69803404043882322,0.13953734437624613,0.086395793346067284
b02-mask-light-clip-var,b02 light mask + clip variance,34,1326,0.56505730671760368,0.69739825399512922,0.15397912263870239,0.092471795389428707
b02-mask-light-clip-var,b02 light mask + clip variance,36,1404,0.56277117922774744,0.69987390489659762,0.15847101807594299,0.092263382145514078
b02-mask-light-clip-var,b02 light mask + clip variance,38,1482,0.56414287365399873,0.69756371241349435,0.15949161847432455,0.094208793745686567
b02-mask-light-clip-var,b02 light mask + clip variance,40,1560,0.56301826493352902,0.6988549904945569,0.16270487507184347,0.096209041712184779
b02-mask-light-clip-var,b02 light mask + clip variance,42,1638,0.56054325898488366,0.7018028385618813,0.1701564391454061,0.099429600235695623
b02-mask-light-clip-var,b02 light mask + clip variance,44,1716,0.56192700424764908,0.6998448830384475,0.17052235205968222,0.099501437911142881
b02-mask-light-clip-var,b02 light mask + clip variance,46,1794,0.55993781945644283,0.70179147241461992,0.17292644580205283,0.10263374545611439
b02-mask-light-clip-var,b02 light mask + clip variance,48,1872,0.55992992769958627,0.70175513243063903,0.1739280621210734,0.10140983668776848
b02-mask-light-clip-var,b02 light mask + clip variance,50,1950,0.56098236130852985,0.70023272842423534,0.17595803737640381,0.10197190561642251
b02-mask-light-clip-var,b02 light mask + clip variance,52,2028,0.55982840825349856,0.70136639908847642,0.17149418592453003,0.10480824504047632
b02-mask-light-clip-var,b02 light mask + clip variance,54,2106,0.55781057604357731,0.7036867162101289,0.1801231304804484,0.10445248237811031
b02-mask-light-clip-var,b02 light mask + clip variance,56,2184,0.5589508404079665,0.70212537203079617,0.17703191439310709,0.1059303463436663
b02-mask-light-clip-var,b02 light mask + clip variance,58,2262,0.55917437820353055,0.70173637938295674,0.18607193231582642,0.10550829955997569
b02-mask-light-clip-var,b02 light mask + clip variance,60,2340,0.5575039188067118,0.70361035552799189,0.1841651995976766,0.10630876384675503
b02-mask-light-clip-var,b02 light mask + clip variance,62,2418,0.55885966873576498,0.7018541209718101,0.1850433349609375,0.10667902145845191
b02-mask-light-clip-var,b02 light mask + clip variance,64,2496,0.55676934861729288,0.70424431256758857,0.18908162911732992,0.10873189965883889
b02-mask-light-clip-var,b02 light mask + clip variance,66,2574,0.55635460319682062,0.70460019101444471,0.18628543615341187,0.10847160463842258
b02-mask-light-clip-var,b02 light mask + clip variance,68,2652,0.55676524302898311,0.70397175275362456,0.18841220935185751,0.11044973513732356
b02-mask-light-clip-var,b02 light mask + clip variance,70,2730,0.55610893934200967,0.70465017842431354,0.18844292561213175,0.11113546766961617
b02-mask-light-clip-var,b02 light mask + clip variance,72,2808,0.55514573032020509,0.70580122868220008,0.19212426741917929,0.11110441009514034
b02-mask-light-clip-var,b02 light mask + clip variance,74,2886,0.55594840875038731,0.70467079908419883,0.19156889120737711,0.11214261956823365
b02-mask-light-clip-var,b02 light mask + clip variance,76,2964,0.55514998568428886,0.70568945774665248,0.194571852684021,0.11280922574612
b02-mask-light-clip-var,b02 light mask + clip variance,78,3042,0.55574136666762519,0.70485350311311901,0.19577779372533163,0.11160851682846744
b02-mask-light-clip-var,b02 light mask + clip variance,80,3120,0.55555136896606183,0.7050690768111465,0.19464673598607382,0.11238860107647874
b02-mask-light-clip-var,b02 light mask + clip variance,82,3198,0.55519988801744247,0.7054552863805722,0.19555910428365073,0.11181716433105371
b02-mask-light-clip-var,b02 light mask + clip variance,84,3276,0.55466156230013597,0.70607402232977057,0.19580179452896118,0.11363247249585887
b02-mask-light-clip-var,b02 light mask + clip variance,86,3354,0.55539112926548362,0.70515683726367784,0.19600832462310791,0.11333255236968398
b02-mask-light-clip-var,b02 light mask + clip variance,88,3432,0.55536916979357731,0.7051318751441108,0.1966641346613566,0.11314974082633851
b02-mask-light-clip-var,b02 light mask + clip variance,90,3510,0.55501429036132288,0.70551587526614845,0.19765098889668783,0.11300562326796353
b02-mask-light-clip-var,b02 light mask + clip variance,92,3588,0.55531552510383797,0.70515917610918355,0.19769821564356485,0.11351179921378692
b02-mask-light-clip-var,b02 light mask + clip variance,94,3666,0.55528839785828554,0.7051893681542486,0.19813666741053262,0.11326043205335734
b02-mask-light-clip-var,b02 light mask + clip variance,96,3744,0.5553360749513675,0.70512558201439357,0.19767284393310547,0.11356745904001098
b02-mask-light-clip-var,b02 light mask + clip variance,98,3822,0.55550493643834042,0.70491531567695809,0.19792044162750244,0.11373456711880865
b02-mask-light-clip-var,b02 light mask + clip variance,100,3900,0.55540252139425683,0.70503328600500381,0.19757795333862305,0.11335614649578929
