run_id,run_label,epoch,step,validation_loss,cosine_similarity,effective_rank,effective_rank_ratio,raw_subject_balanced_wrong_context_gap
b00-clip-var,b00 clip variance,100,3900,0.53389538251436675,0.73058978971253097,57.783958435058594,0.15047905842463175,0.064603921351954335
b01-mask-light,b01 light mask,100,3900,0.38230621203398091,0.77461487156713116,10.916805267333984,0.028429180383682251,0.00035457868749896686
b02-mask-light-clip-var,b02 light mask + clip variance,100,3900,0.55540252139425683,0.70503328600500381,75.86993408203125,0.19757795333862305,0.11335614649578929
