run_id,Closed-set identity accuracy,Held-out identity retrieval accuracy,Gait-system balanced accuracy
a00-baseline,0.106326422,0.029411764699999999,0.93269230800000003
a01-lr3e-5,0.097820308300000006,0.0281862745,0.931089744
a02-lr3e-4,0.076555023900000005,0.0281862745,0.93162393200000004
a03-ema0.995,0.087719298200000004,0.030024509800000002,0.93002136800000001
a04-mask-light,0.10313662899999999,0.030637254900000001,0.9375
a05-mask-heavy,0.107389686,0.0287990196,0.92895299099999995
a06-pred-depth3,0.102604997,0.030637254900000001,0.93322649599999996
a07-clip-var,0.077086656034024398,0.040441176470588203,0.89262820512820507
